Name,Salary,DOJ,Age,Gender,Dependents,HA,COLA,CPF,Gross Salary,Insurance,Marital Status,In Company Years,Year of Experience,Department,Position
UrKlooWS,93743.17,8/7/2013,35,Male,4,8298.682999999999,22124.300462287098,13904.096455474451,110262.05700681264,None,Married,10,14,IT,Software Engineer III
oVtJNIJC,92596.26,12/6/2013,44,Male,3,7172.374,21853.618540145977,13733.985424817516,107888.26711532846,Both,Divorced,10,23,Human Resources,ERP Head
SsVkWsYV,51984.95,6/26/2018,28,Female,0,5942.505,12268.954136253038,7710.468496350364,62485.94063990266,Medical,Single,6,7,Human Resources,HR Associate
ErZavUgM,136054.23,11/28/1990,57,Female,2,9810.576999999996,32110.12240875912,20179.722289051093,157795.2071,Medical,Married,33,36,Sales,Sales Director
HwhoGDhN,138905.6,4/12/2021,57,Other,3,8313.439999999999,32783.07347931873,20602.640817518248,159399.47266180048,Medical,Divorced,3,36,Marketing,National Marketing Manager
WyJlyaSE,93783.86,5/9/2003,46,Other,4,4878.614,22133.903698296832,13910.13164379562,106886.2460545012,Medical,Married,21,25,Sales,Senior Executive
CtTgpiwW,49608.79,10/21/2022,27,Female,0,5325.120999999999,11708.15725060827,7358.033670072992,59284.03458053528,Medical,Single,1,6,Finance,Account Associate
ZUtzRgdq,28176.45,2/17/2023,24,Other,2,6007.355,6649.916423357662,4179.163971,36654.55745255474,Medical,Married,1,3,IT,Software Engineer I
uIcJZdHM,35000.7,8/5/2023,21,Other,0,8981.93,8260.505839416055,5191.344700729926,47051.79113868612,None,Single,0,0,Finance,Accounts Intern
TtPMsAVD,44364.24,5/17/2023,22,Other,0,6297.576,10470.39240875912,6580.155889051094,54552.05251970803,Life,Single,1,1,Marketing,Marketing Intern
FyxkFJUU,104400.02,7/26/2018,37,Female,3,11723.998,24639.420778588803,15484.732893430655,125278.70588515815,Life,Married,5,16,Marketing,Senior Marketing Executive
xiyTkttC,85208.76,11/3/2008,36,Male,1,6290.124,20110.09664233576,12638.26279708029,98970.71784525548,None,Married,15,15,IT,Software Engineer III
MXEjEEEs,38187.58,1/19/2021,23,Other,0,7311.242,9012.640535279805,5664.026464233576,48847.43607104623,Both,Single,3,2,Human Resources,HR Intern
VuqMYVsA,101164.65,3/1/2017,38,Other,2,14214.535,23875.84197080291,15004.859036496347,124250.16793430658,None,Married,7,17,Finance,Regional Account Head
MQeInktj,133257.1,6/15/1997,50,Other,2,9649.29,31449.97250608272,19764.848700729923,154591.51380535282,Both,Divorced,27,29,IT,IT Manager
KEkTuCwY,100642.51,2/26/1999,46,Female,4,8426.749,23752.61184914841,14927.414621897808,117894.4562272506,Life,Married,25,25,Human Resources,Senior HR
SAVOpBTq,137448.09,11/8/1999,48,Other,2,9314.191,32439.08693430656,20386.461232116788,158814.90670218976,Both,Married,24,27,Marketing,National Marketing Manager
wyJWPbeH,110585.25,11/11/2022,53,Other,1,8117.4749999999985,26099.19525547445,16402.133430656933,128399.78682481752,None,Widowed,1,32,Human Resources,HR Director
PnKrUbwf,53049.97,4/11/2020,25,Female,0,7346.003,12520.30922141119,7868.433506569341,65047.84871484184,None,Single,4,4,Sales,Sales Representative
OBqCxHpR,129695.6,9/27/2017,57,Female,2,10640.44,30609.42384428223,19236.602861313862,151708.86098296836,Both,Married,6,36,Human Resources,HR Director
doAvDdpb,73837.56,3/2/2022,30,Male,0,8395.243999999999,17426.382773722624,10951.673132846714,88707.51364087591,Both,Single,2,9,Human Resources,HR Executive
ZkkFMaSx,93217.98,5/7/2011,40,Female,3,7675.201999999999,22000.350510948894,13826.199661313867,109067.33284963504,None,Married,13,19,Finance,Regional Account Head
nctkTvRG,50425.88,3/21/2020,25,Other,0,7845.412,11900.99844282238,7479.225413138684,62693.06503,Life,Single,4,4,Marketing,Marketing Associate
bCjBvHbc,135604.7,9/24/1994,53,Female,3,9631.53,32004.02895377128,20113.047474452556,157127.21147931874,Life,Married,29,32,Finance,Account Director
lxcZhxQU,75233.36,8/8/2010,40,Male,2,10421.664,17755.805158150848,11158.69982,92252.12933917277,None,Divorced,13,19,IT,Software Engineer III
QOIwpAil,66594.8,4/18/2021,28,Other,1,9819.52,15717.020924574206,9877.418510948904,82253.92241,None,Married,3,7,Finance,Account Associate
NOigCyXg,37625.08,3/26/2023,23,Female,0,6601.492,8879.885060827248,5580.595807,47525.861253527975,Life,Single,1,2,Human Resources,HR Representative
oIUkXsvU,37402.51,3/14/2023,21,Male,0,8303.749,8827.356374695863,5547.583964963504,48986.031409732364,Both,Single,1,0,Sales,Business Development Representative
swaUFVAL,118530.99,3/25/2001,47,Female,3,8469.900999999998,27974.467226277367,17580.654867153287,137394.70335912408,Life,Divorced,23,26,IT,IT Manager
YlooyOSS,100206.22,7/14/2011,33,Female,4,9859.378,23649.643163017023,14862.703579562043,118852.53758345498,Both,Married,13,12,Sales,Senior Executive
ErWVzOtk,90163.59,10/26/2016,34,Male,2,7410.641,21279.48474452554,13373.168969343064,105480.54677518248,Medical,Divorced,7,13,Marketing,Regional Marketing Manager
pHeUYCJa,31658.42,8/27/2023,24,Other,0,7164.157999999999,7471.695231,4695.613827737226,41598.65940340632,Both,Single,0,3,Human Resources,HR Representative
kEUyWDLV,99674.85,4/8/2016,39,Female,1,4863.514999999999,23524.23467153284,14783.890160583942,113278.70951094892,Life,Divorced,8,18,Finance,Senior Account Executive
GIKTATyq,53157.07,10/18/2021,28,Male,0,6749.293,12545.585863746956,7884.318703649635,64567.63016009731,None,Single,2,7,Human Resources,HR Executive
mlwAGpVw,102417.89,2/19/2017,46,Male,3,11867.211,24171.61880778588,15190.741056934305,123265.97875085156,Life,Married,7,25,Finance,Regional Account Head
SGAKSOTY,15364.63,3/12/2023,24,Male,0,7884.537,3626.202214111921,2278.8998656934305,24596.46934841849,Medical,Single,1,3,Marketing,Marketing Intern
ZZfVYCnL,49570.67,11/12/2022,27,Female,4,7931.933,11699.160559610702,7352.379667153284,61849.383892457416,None,Married,1,6,Sales,Sales Executive
vMziOktF,91579.62,7/15/2022,36,Female,4,4586.0380000000005,21613.68160583941,13583.196192700729,104196.14341313868,Medical,Married,2,15,Marketing,Regional Marketing Manager
nWyVVgjS,121684.1,2/12/2022,50,Other,4,5956.589999999998,28718.631873479317,18048.32782481752,138310.9940486618,Both,Married,2,29,Sales,National Sales Manager
iBSwXdUc,125463.11,9/20/2002,49,Other,1,5806.688999999999,29610.51501216544,18608.83500145985,142271.4790107056,None,Married,21,28,Marketing,National Marketing Manager
QAupRxNM,145141.05,6/17/2019,51,Male,3,7390.895,34254.70036496349,21527.490043795617,165259.15532116787,Medical,Divorced,5,30,Marketing,National Marketing Manager
DYwvnSfq,45586.53,2/11/2017,27,Other,0,8249.347,10758.864744525545,6761.4473693430655,57833.29437518248,None,Single,7,6,Sales,Sales Executive
HuLGTpwE,124330.7,9/2/2004,55,Female,3,8250.93,29343.255231143543,18440.874627737223,143484.01060340635,None,Divorced,19,34,Human Resources,Recruitment Manager
xGDcdYVT,102311.51,5/8/2012,35,Female,2,13112.849,24146.51209245741,15174.96265109489,124395.90844136252,Medical,Married,12,14,Marketing,Regional Marketing Manager
jEwaYGby,78451.08,5/28/2018,41,Male,4,7294.892,18515.21839416058,11635.95580729927,92625.23458686132,Medical,Married,6,20,Finance,Senior Account Executive
vwjrAKsp,137130.85,10/3/2008,59,Male,1,6048.914999999999,32364.215206812645,20339.40782481752,155204.57238199515,Life,Widowed,15,38,Human Resources,Recruitment Manager
IkLKeLab,101696.49,9/24/2014,41,Male,1,8567.350999999999,24001.36138686131,15083.74216642336,119181.46022043796,None,Married,9,20,Human Resources,Senior HR
fLJmkCwD,108320.2,6/20/2010,41,Other,1,13950.98,25564.621411192205,16066.178569343065,131769.62284184914,Medical,Divorced,14,20,Sales,Senior Executive
KrgGogLI,129187.36,8/23/2011,48,Female,3,6718.263999999999,30489.474257907536,19161.220110948903,147233.87814695865,Medical,Married,12,27,Marketing,Marketing Director
fLbrXWJK,82248.09,12/6/2013,32,Male,3,8859.191,19411.34970802919,12199.132764963502,98319.49794306568,Both,Married,10,11,Human Resources,ERP Head
saMCpIho,70325,11/10/2018,27,Other,4,8558.5,16597.38442822384,10430.68613138686,85050.19829683698,Both,Married,5,6,Marketing,Marketing Representative
EqHcqnrR,149159.77,10/23/2018,59,Male,2,3996.023000000001,35203.15739659366,22123.551287591235,166235.39910900244,Both,Divorced,5,38,IT,IT Manager
PgbmwWhi,133604.76,11/4/2019,50,Female,2,6071.523999999998,31532.02364963503,19816.414037956205,151391.89361167882,Medical,Married,4,29,Finance,Account Director
NpMezVWv,122521.71,3/3/2007,54,Male,3,10124.828999999998,28916.31598540145,18172.563118248177,143390.29186715325,None,Married,17,33,Sales,National Sales Manager
pGrIyhDo,66091.39,3/15/2024,30,Male,0,11229.861,15598.211265206808,9802.752151824816,83116.71011,Life,Single,0,9,Finance,Account Associate
mYsmlNoS,135891.84,4/19/2020,53,Female,4,10057.816,32071.79678832116,20155.63641459854,157865.81637372263,None,Married,4,32,IT,IT Manager
vqTSEfby,115875.93,10/22/1989,56,Male,1,13163.407,27347.84722627736,17186.853267153285,139200.33095912408,Both,Widowed,34,35,IT,IT Manager
opILFhDW,119080.1,3/7/2021,56,Other,2,7492.989999999998,28104.06253041362,17662.099503649635,137015.05302676398,Both,Widowed,3,35,Finance,National Account Head
rVyDPooR,107672.43,3/16/2012,35,Other,2,8077.757,25411.741386861304,15970.100566423356,125191.82782043792,Life,Married,12,14,Finance,Regional Account Head
rdoGxRBR,81514.03,10/2/2023,43,Male,4,5722.597,19238.10440389294,12090.256128467152,94384.47527542578,Both,Married,0,22,IT,QA Lead
ypTCQRsc,99288.73,12/2/2021,35,Female,2,4280.127,23433.10659367396,14726.620391240876,112275.34320243308,Life,Married,2,14,Finance,Senior Account Executive
fZvJxJqi,85359.92,8/25/2016,32,Female,2,5066.008,20145.771873479312,12660.683024817516,97911.01685,None,Married,7,11,Finance,Regional Account Head
mVKCISic,26111.35,8/3/2021,23,Female,0,5246.865,6162.532725060825,3872.8659270072985,33647.881798053524,Medical,Single,2,2,IT,Software Engineer I
dkdfrwfP,34651.62,7/7/2024,23,Other,0,8823.838,8178.119562043794,5139.568747445255,46514.008814598536,Life,Single,0,2,Human Resources,HR Intern
YktrDZqR,135940.37,4/13/2009,49,Female,3,5783.963,32083.250340632592,20162.83444087591,153644.74889975667,Medical,Married,15,28,IT,IT Manager
PpYXKeAt,133741.54,6/18/2022,54,Other,2,6010.845999999998,31564.30506082724,19836.701407299268,151479.98965352797,Medical,Married,2,33,Human Resources,HR Director
ZGwTJURK,50631.08,8/6/2021,30,Other,0,6451.892,11949.427639902671,7509.660916788321,61522.73872311436,Medical,Single,2,9,IT,Software Engineer II
YrPJgPkc,56738.13,10/24/2023,25,Male,0,6721.187,13390.750875912405,8415.465705,68434.60217080291,Life,Single,0,4,Marketing,Marketing Associate
BuXPXVpa,109985,3/22/2023,41,Female,1,8982.5,25957.530413625296,16313.103649635035,128611.92676399024,Medical,Divorced,1,20,Marketing,Regional Marketing Manager
sPhOETuL,146568.27,1/14/2024,58,Male,1,5289.173000000001,34591.53817518247,21739.17698102189,164709.8041941606,Both,Married,0,37,Marketing,National Marketing Manager
taCJLmsv,90173.78,11/12/2008,46,Other,1,7719.621999999999,21281.88968369829,13374.680362043797,105800.61132165448,None,Widowed,15,25,Marketing,Regional Marketing Manager
sIPPzvBn,77685.2,5/1/2015,37,Other,1,7315.48,18334.463260340628,11522.359591240876,91812.78366909974,Life,Married,9,16,Human Resources,Senior HR
GWrEHXlc,46529.52,4/24/2019,29,Female,0,8209.047999999999,10981.419562043791,6901.312747445254,58818.67481459854,None,Single,5,8,Marketing,Marketing Associate
XxpOMEcs,109866.75,9/26/2020,40,Female,4,11506.325,25929.622262773715,16295.564671532846,131007.13259124084,Life,Married,3,19,Finance,Regional Account Head
ccTMVOwW,83317.63,4/7/2011,39,Male,4,8952.237,19663.77155717761,12357.768186861313,99575.87037031628,Life,Married,13,18,Human Resources,Senior HR
OJKTOLwc,79327.56,8/25/2014,33,Other,2,5912.244,18722.076204379555,11765.956344525546,92195.92386,Medical,Married,9,12,Marketing,Senior Marketing Executive
VHNAyMDI,70699.99,2/21/2022,30,Male,3,8276.001,16685.885717761554,10486.305086131388,85175.57163163018,Medical,Married,2,9,IT,Software Engineer II
cNaQFXuH,77767.28,7/25/2020,38,Male,2,5312.272,18353.834939172742,11534.533792700728,89898.85314647201,Life,Divorced,3,17,Finance,Senior Account Executive
kFQuyNew,104086.18,10/15/1998,46,Female,4,12307.382,24565.351484184903,15438.183778102188,125520.7297060827,Life,Married,25,25,Human Resources,ERP Head
XMltLjWi,147299.04,1/22/1989,56,Male,4,6260.095999999998,34764.00700729926,21847.56564087591,166475.57736642333,Life,Married,35,35,Marketing,Marketing Director
fYQWCXBq,37632.25,3/6/2022,22,Other,0,7476.775,8881.577251,5581.6592700729925,48408.942980535285,Both,Single,2,1,Human Resources,HR Intern
zyIzNtee,133722.59,5/3/2012,52,Female,1,10489.741,31559.83267639901,19833.89072116788,155938.27295523114,None,Divorced,12,31,Human Resources,HR Director
dTYeJIMp,61292.38,9/1/2022,25,Female,3,7180.762,14465.598199513375,9090.957383941604,73847.78281557176,Both,Married,1,4,Sales,Sales Representative
wEwIffsP,106003.57,7/14/2017,33,Male,2,9496.642999999998,25017.874184914835,15722.57330218978,124795.51388272508,Medical,Divorced,7,12,Finance,Senior Account Executive
xaTmUkqn,112867.91,4/14/2009,47,Female,1,8385.208999999999,26637.925231143545,16740.700227737223,131150.34400340632,None,Married,15,26,IT,Technical Lead
QndurHBj,47318.85,5/26/2014,31,Male,3,7713.115,11167.709124087589,7018.387094890511,59181.28702919708,Medical,Married,10,10,IT,QA Engineer II
trzloDST,49567.14,3/5/2018,28,Female,0,6149.286,11698.32744525547,7351.856093430656,60062.89735182481,None,Single,6,7,Human Resources,HR Associate
Makjlvka,137110.51,7/13/1997,48,Male,1,6161.948999999999,32359.41476885644,20336.39097226277,155295.4827965937,Life,Married,27,27,Finance,Account Director
JYFrpgsT,89940.35,7/6/2009,39,Female,1,4008.9649999999983,21226.79793187348,13340.057751824816,101836.05518004866,Both,Divorced,15,18,Finance,Regional Account Head
aYtJXheY,45854.17,10/22/2019,31,Male,1,7044.583,10822.03039,6801.144046715327,56919.63934257907,Both,Married,4,10,Finance,Account Executive
ZVxwMTEh,141076.21,9/7/1995,55,Female,2,4847.379000000001,33295.358564476875,20924.588227737226,158294.35933673964,Both,Widowed,28,34,Marketing,National Marketing Manager
rdoHKrBR,85889.42,10/20/2014,33,Male,2,6517.057999999999,20270.739026763986,12739.219083211678,99937.99794355231,Both,Divorced,9,12,IT,QA Lead
UvxajQvb,110079.35,6/8/2022,52,Male,4,12272.065,25979.797931873472,16327.097751824816,132004.11518004866,Both,Married,2,31,Human Resources,HR Director
sOYdjFrb,57573.15,10/24/2015,31,Female,4,5885.685,13587.823722627734,8539.316846715328,68507.34188,None,Married,8,10,Human Resources,HR Executive
WlSldRTx,89599.75,9/15/2011,37,Other,2,8467.025,21146.413017031624,13289.539562043794,105923.64845498782,Life,Married,12,16,Sales,Regional Sales Manager
DoMgTdfK,59992.93,2/6/2022,30,Female,0,6987.706999999999,14158.915352798049,8898.221442335765,72241.33091046229,Medical,Single,2,9,Marketing,Marketing Representative
jxejcYfi,70668.16,9/13/2017,28,Other,0,8838.184,16678.37352798053,10481.584023357664,85703.13350462286,None,Single,6,7,Marketing,Marketing Associate
JaHwPArX,132686.43,5/3/2005,53,Male,3,5123.357,31315.288832116777,19680.20625985401,149444.86957226277,Medical,Divorced,19,32,Marketing,National Marketing Manager
dSxHZNvx,122520.83,12/17/1992,58,Female,1,7130.917,28916.108296836974,18172.43259562044,140395.42270121656,Both,Married,31,37,Marketing,National Marketing Manager
PUQcgtYy,131113.22,9/18/1995,56,Other,3,8148.678,30943.995961070552,19446.865915328464,150759.02804574207,Medical,Married,28,35,Marketing,Marketing Director
RLZoMAoH,69167.31,2/28/2020,28,Male,4,10193.269,16324.15832116788,10258.976198540146,85425.76112262774,Medical,Married,4,7,Human Resources,HR Executive
hKbpdjZN,83752.55,3/26/2004,43,Other,2,6343.744999999999,19766.416909975665,12422.27602919708,97440.43588,None,Married,20,22,Marketing,Regional Marketing Manager
bxuSSWtn,52792.69,6/22/2019,25,Male,1,6327.731,12459.588637469584,7830.273436,63749.73620097324,Life,Married,5,4,IT,Software Engineer II
zkotLcZH,104963.79,10/14/2013,43,Male,4,8888.621,24772.47598540145,15568.351918248174,123056.53506715328,Both,Married,10,22,Marketing,Regional Marketing Manager
QSMgkcFc,58150.76,3/27/2016,30,Other,0,6376.923999999999,13724.14530413625,8624.988636,69626.84067,Life,Single,8,9,Finance,Account Associate
WBucgViZ,89542.46,2/27/2007,42,Other,3,6597.753999999999,21132.892019464714,13281.042242335763,103992.06377712896,Life,Married,17,21,IT,QA Lead
rDMTJRxL,142817.81,7/21/2002,56,Male,3,7641.218999999999,33706.39311435522,21182.904373722624,162982.5177406326,Medical,Married,21,35,IT,Technical Lead
UIGejXfT,94725.08,2/23/2016,32,Female,3,7390.492,22356.04078,14049.734493430657,110421.87828515816,None,Divorced,8,11,Sales,Regional Sales Manager
luFMqArL,130350.17,5/4/2017,47,Male,2,8133.983,30763.908734793175,19333.68944817518,149914.3723,Medical,Divorced,7,26,Finance,National Account Head
msnXRPVM,135264.67,11/17/2005,49,Other,2,8544.532999999998,31923.77856447688,20062.613827737227,155670.36773673966,None,Married,18,28,IT,IT Manager
hcbicDqu,44744.71,7/1/2022,23,Female,0,5737.529,10560.187031630168,6636.587643795619,54405.83838783455,Medical,Single,2,2,Human Resources,HR Representative
oKRSrDAB,149074.79,4/12/1997,48,Male,3,7802.520999999999,35183.101289537706,22110.94695474453,169949.4653347932,Both,Married,27,27,Finance,Account Director
PUFyxrgO,96739.71,1/16/2017,34,Male,4,7863.028999999999,22831.513065693427,14348.54676788321,113085.70529781024,Life,Married,7,13,IT,Software Engineer III
aQHZbkmR,109247.72,1/27/2014,43,Male,1,13687.228,25783.52515815085,16203.74942,132514.72373917274,Life,Married,10,22,Sales,Regional Sales Manager
BNlJTtqX,128519.09,9/22/1994,58,Other,4,6768.091,30331.75603406325,19062.10152408759,146556.83550997564,Life,Married,29,37,Marketing,Marketing Director
unpzvGWG,94895.45,11/7/2010,43,Female,4,6932.455,22396.24975669099,14075.003970802918,110149.15078588808,Life,Married,13,22,Finance,Regional Account Head
uKOgbCjW,85406.73,3/2/2016,43,Male,2,5506.326999999999,20156.81948905109,12667.625938686131,98402.25055036496,Both,Married,8,22,Finance,Senior Account Executive
ngtywVrV,139402.87,12/25/2011,51,Female,3,6955.713,32900.43403892943,20676.39648467153,158582.62055425788,Life,Married,12,30,Finance,Account Director
FeDFlckZ,45295.93,4/21/2019,26,Male,3,5909.407,10690.28032,6718.345237956204,55177.27208,Both,Married,5,5,IT,Software Engineer II
plCveKpo,120538.77,9/23/2002,53,Other,3,12142.123,28448.32284671532,17878.451141605838,143250.76470510947,Medical,Divorced,21,32,Marketing,National Marketing Manager
mgFUUNJN,54418.73,11/15/2019,28,Male,0,4791.127,12843.349902676397,8071.449588321167,63981.75731435524,None,Single,4,7,Sales,Sales Executive
zvgYnVhx,40285.92,5/20/2023,22,Male,0,6254.407999999999,9507.869197080288,5975.254703649634,50072.94249343065,Both,Single,1,1,Finance,Accounts Intern
NNDAJzFs,120174.55,11/7/1999,57,Female,1,9437.544999999998,28362.36338199513,17824.429605839417,140150.0287761557,Both,Widowed,24,36,Human Resources,HR Director
BswMkBpe,23116.71,6/5/2022,22,Other,0,6796.329,5455.768540145984,3428.697424817517,31940.11011532846,None,Single,2,1,IT,Software Engineer I
oZSlghAR,77270.25,12/4/2013,32,Male,4,9938.975,18236.531021897805,11460.813722627736,93984.94229927009,Medical,Married,10,11,Sales,Senior Executive
RnDqpjWr,33806.34,11/24/2022,22,Male,0,9391.366,7978.625255,5014.195830656933,46162.13542481751,Medical,Single,1,1,Marketing,Marketing Intern
AgtPXHXC,59826.62,12/13/2018,28,Female,0,5645.338,14119.664574209242,8873.554148905108,70718.06842530413,Life,Single,5,7,Marketing,Marketing Representative
NdYNzvFu,38680.07,8/1/2023,21,Female,0,6577.993,9128.872968369828,5737.073156204378,48649.86281216545,Medical,Single,0,0,Marketing,Marketing Development Representative
PZJXAnsr,60874.24,10/18/2015,31,Other,1,9109.576,14366.913090024327,9028.938370802918,75321.79072,Life,Divorced,8,10,IT,Software Engineer II
aHyCZkrI,89779.74,11/10/2012,41,Female,1,4954.026,21188.89240875912,13316.235889051091,102606.42251970802,Medical,Married,11,20,IT,QA Lead
tlKGgAEb,73250.72,11/14/2019,28,Female,4,7022.928,17287.882822384425,10864.63233868613,86696.89848,Medical,Married,4,7,Sales,Sales Executive
DQnGKSgY,89897.73,11/11/2021,36,Other,2,8972.227,21216.73919708029,13333.736303649634,106752.95989343064,Medical,Married,2,15,IT,QA Lead
UnwSJNMn,141475.14,8/14/2009,50,Female,2,4722.485999999997,33389.50992700729,20983.75799124088,158603.37793576642,Medical,Married,14,29,Human Resources,Recruitment Manager
mAZXEbuD,38316.24,5/25/2020,24,Female,3,7839.376,9043.005547445253,5683.109466,49515.51208175182,Medical,Married,4,3,Finance,Account Representative
FWmnMquz,106050.18,11/25/2012,37,Male,2,12818.982,25028.874598540137,15729.486551824815,128168.55004671532,Medical,Divorced,11,16,IT,QA Lead
nQkJZJTQ,81404.6,1/8/2009,40,Other,4,7902.539999999999,19212.27785888077,12074.025343065692,96445.39251581508,Both,Married,15,19,Sales,Senior Executive
XvGeGTnr,33823.81,3/2/2023,21,Female,0,8491.619,7982.7483454987805,5016.787001459853,45281.390344038926,Medical,Single,1,0,Sales,Business Development Representative
xiFzPdpZ,121194.01,5/1/1994,60,Other,2,9049.599,28602.96586374695,17975.637103649635,140870.9377600973,Life,Married,30,39,Sales,National Sales Manager
NmezyamB,104543.46,12/14/2018,41,Male,1,9439.654,24673.274014598534,15506.008081751825,123150.37993284671,Life,Married,5,20,Sales,Senior Executive
rFpQxWJQ,52420.25,2/27/2024,31,Male,1,5314.974999999999,12371.689172749388,7775.032700729926,62331.88147201946,Life,Married,0,10,Sales,Sales Representative
nqVTGDFQ,122423.66,4/9/2002,59,Female,2,6468.633999999998,28893.175231143545,18158.020227737223,139627.4490034063,Both,Widowed,22,38,Marketing,National Marketing Manager
bvXDjrQI,108025.01,6/17/2005,42,Other,4,9469.499,25494.953698296827,16022.395643795617,126967.0670545012,Life,Married,19,21,Marketing,Regional Marketing Manager
hnIRDNHA,24573.63,12/2/2023,22,Male,0,5803.637,5799.615839416057,3644.789500729927,32532.09333868613,Life,Single,0,1,Marketing,Marketing Intern
miJUkhec,46182.25,12/11/2019,25,Other,0,6134.775,10899.46046,6849.805255474452,56366.680206812656,Both,Single,4,4,Finance,Account Associate
bSIVoMtE,148568.95,1/14/2015,51,Female,1,9066.104999999998,35063.718126520675,22035.920175182484,170662.8529513382,Life,Divorced,9,30,Sales,Sales Director
INdUJCOJ,83687.41,11/26/2019,46,Male,2,7240.259,19751.04323600973,12412.614388321168,98266.09784768858,Medical,Married,4,25,Human Resources,ERP Head
KvLOrpys,124753.14,5/24/2024,48,Other,3,10911.686,29442.955182481743,18503.53142189781,146604.24976058392,None,Married,0,27,IT,Technical Lead
AyrKfdVO,127596.4,5/14/2006,54,Other,3,11077.36,30113.992214111917,18925.247065693427,149862.50514841848,Medical,Married,18,33,Sales,National Sales Manager
yOapABMf,142186.42,5/26/2018,52,Other,3,3826.3579999999984,33557.37892944038,21089.255871532845,158480.90105790755,Life,Divorced,6,31,IT,Technical Lead
cnfZSzUo,105098.35,8/17/2013,44,Female,3,12763.165,24804.23345498783,15588.31001459854,127077.43844038928,Both,Married,10,23,IT,QA Lead
PHaverfH,63992.7,6/17/2019,25,Other,0,7641.73,15102.899999999994,9491.471999999998,77245.858,Medical,Single,5,4,Finance,Account Executive
GaUTuEUZ,107931.23,7/7/2012,32,Female,3,14079.877,25472.82071,16008.486084671533,131475.44162092454,Life,Divorced,12,11,Marketing,Regional Marketing Manager
eWLUSyxM,110267.59,4/26/2021,48,Female,1,11370.241,26024.22440389293,16355.017728467152,131307.0376754258,Medical,Married,3,27,IT,IT Manager
lwxHGjgH,62681.83,7/28/2019,30,Female,0,9106.817,14793.521922141115,9297.042230656933,77285.12669148417,Life,Single,4,9,IT,Software Engineer II
AoAckymG,31596.59,12/2/2023,23,Male,0,9713.341,7457.102749391725,4686.443129927006,44080.59061946472,Medical,Single,0,2,Human Resources,HR Representative
oNtbYkIf,103055.92,4/17/2020,34,Other,1,13173.408,24322.200097323595,15285.374411678831,125266.15368564476,Both,Divorced,4,13,Finance,Regional Account Head
KxmhRllx,105816.07,7/15/2012,32,Female,4,7863.392999999998,24973.62236009732,15694.763083211676,122958.32227688564,None,Married,12,11,Sales,Senior Executive
zBiyzWvv,81879.43,7/26/2007,43,Female,3,6311.057000000001,19324.34236009732,12144.452683211675,95370.37667688564,Life,Married,16,22,Human Resources,Senior HR
xewGJOlD,20248.73,10/24/2023,21,Female,0,7500.127,4778.897347931872,3003.3152817518244,29524.439066180046,Both,Single,0,0,IT,Software Engineer I
LBhxORRU,81165.85,7/4/2013,32,Other,1,8472.414999999999,19155.93054,12038.613664233577,96755.58187104622,None,Married,11,11,IT,Software Engineer III
enNqXxTL,99133.54,8/21/2019,33,Other,1,4855.646000000001,23396.480243308997,14703.602429197075,112682.0638141119,None,Married,4,12,Finance,Regional Account Head
NKHJxnPK,80788.2,8/14/2015,35,Male,3,5052.18,19066.80145985401,11982.60017518248,92924.58128467153,Both,Divorced,8,14,IT,Software Engineer III
lfEdgpel,52262.1,6/15/2023,29,Female,0,6461.79,12334.364233576638,7751.575708029197,63306.67852554744,Medical,Single,1,8,Sales,Sales Executive
YcLhvYkY,18441.69,1/17/2024,22,Other,0,5628.831,4352.418321167882,2735.2929985401456,25687.646322627737,Medical,Single,0,1,IT,Software Engineer I
uRnPBqNA,130628.36,6/11/1989,58,Male,1,9870.164,30829.564282238432,19374.95091386861,151953.13736836982,Both,Married,35,37,Human Resources,HR Director
mmZPXNZX,108883.34,4/6/2009,39,Male,1,13533.666,25697.527931873472,16149.704151824815,131964.82978004866,Both,Married,15,18,Human Resources,ERP Head
twdIaaGc,141549.23,8/11/2012,49,Female,3,9391.076999999996,33406.99588807785,20994.747106569343,163352.5557815085,Both,Married,11,28,Marketing,National Marketing Manager
rjfISHbh,85978.08,10/6/2001,44,Other,4,9079.192,20291.663649635037,12752.369237956204,102596.56641167884,None,Married,22,23,Human Resources,ERP Head
wjqmWPdt,142818.99,5/18/2007,48,Male,2,7688.101000000001,33706.67161,21183.079392700725,163030.68321313866,Both,Married,17,27,Sales,Sales Director
jEyydpAE,53880.13,4/1/2022,25,Male,1,5931.987,12716.235060827246,7991.563807299269,64536.78825352799,None,Married,2,4,Marketing,Marketing Representative
AimzhGeu,112101.82,10/24/2010,57,Male,3,12645.818,26457.12054,16627.072864233574,134577.68567104623,Both,Married,13,36,Finance,National Account Head
CPXVGwRa,92627.08,11/12/2016,37,Female,1,6718.292,21860.89236009732,13738.556683211678,107467.70767688564,None,Married,7,16,Marketing,Regional Marketing Manager
YLfCGXVr,85565.41,7/26/2017,39,Male,2,6796.458999999999,20194.26951338199,12691.16154160584,99864.97697177617,Both,Married,6,18,Human Resources,ERP Head
uyPDmQQA,59096.02,7/26/2018,31,Female,3,5170.398,13947.235863746952,8765.190703649634,69448.46316009731,Medical,Divorced,5,10,Finance,Account Associate
mKkgsQQO,127460.21,6/6/1998,51,Other,1,7514.978999999999,30081.850048661792,18905.04720583941,146151.99184282238,Both,Widowed,26,30,Finance,Account Director
